Mod:Item:MetaData, Localized Name
conarm:armor_trim:0, 骨头 护甲夹板
conarm:armor_trim:0, 黑曜石 护甲夹板
conarm:armor_trim:0, 海晶石 护甲夹板
conarm:armor_trim:0, 末地石 护甲夹板
conarm:armor_trim:0, 纸 护甲夹板
conarm:armor_trim:0, 海绵 护甲夹板
conarm:armor_trim:0, 烈焰木 护甲夹板
conarm:armor_trim:0, 铁 护甲夹板
conarm:armor_trim:0, 生铁 护甲夹板
conarm:armor_trim:0, 骑士史莱姆 护甲夹板
conarm:armor_trim:0, 史莱姆 护甲夹板
conarm:armor_trim:0, 史莱姆 护甲夹板
conarm:armor_trim:0, 熔岩史莱姆 护甲夹板
conarm:armor_trim:0, 地狱岩 护甲夹板
conarm:armor_trim:0, 钴 护甲夹板
conarm:armor_trim:0, 阿迪特 护甲夹板
conarm:armor_trim:0, 玛玉灵 护甲夹板
conarm:armor_trim:0, 铜 护甲夹板
conarm:armor_trim:0, 青铜 护甲夹板
conarm:armor_trim:0, 铅 护甲夹板
conarm:armor_trim:0, 银 护甲夹板
conarm:armor_trim:0, 琥珀金 护甲夹板
conarm:armor_trim:0, 钢 护甲夹板
conarm:armor_trim:0, Boron 护甲夹板
conarm:armor_trim:0, Tough Alloy 护甲夹板
conarm:armor_trim:0, Hard Carbon 护甲夹板
conarm:armor_trim:0, Boron Nitride 护甲夹板
conarm:armor_trim:0, 钍 护甲夹板
conarm:armor_trim:0, 铀 护甲夹板
conarm:armor_trim:0, Magnesium 护甲夹板
conarm:armor_trim:0, Chocolate 护甲夹板
conarm:armor_plate:0, 木 护甲板
conarm:armor_plate:0, 圆石 护甲板
conarm:armor_plate:0, 燧石 护甲板
conarm:armor_plate:0, 仙人掌 护甲板
conarm:armor_plate:0, 骨头 护甲板
conarm:armor_plate:0, 黑曜石 护甲板
conarm:armor_plate:0, 海晶石 护甲板
conarm:armor_plate:0, 末地石 护甲板
conarm:armor_plate:0, 纸 护甲板
conarm:armor_plate:0, 海绵 护甲板
conarm:armor_plate:0, 烈焰木 护甲板
conarm:armor_plate:0, 铁 护甲板
conarm:armor_plate:0, 生铁 护甲板
conarm:armor_plate:0, 骑士史莱姆 护甲板
conarm:armor_plate:0, 史莱姆 护甲板
conarm:armor_plate:0, 史莱姆 护甲板
conarm:armor_plate:0, 熔岩史莱姆 护甲板
conarm:armor_plate:0, 地狱岩 护甲板
conarm:armor_plate:0, 钴 护甲板
conarm:armor_plate:0, 阿迪特 护甲板
conarm:armor_plate:0, 玛玉灵 护甲板
conarm:armor_plate:0, 铜 护甲板
conarm:armor_plate:0, 青铜 护甲板
conarm:armor_plate:0, 铅 护甲板
conarm:armor_plate:0, 银 护甲板
conarm:armor_plate:0, 琥珀金 护甲板
conarm:armor_plate:0, 钢 护甲板
conarm:armor_plate:0, Boron 护甲板
conarm:armor_plate:0, Tough Alloy 护甲板
conarm:armor_plate:0, Hard Carbon 护甲板
conarm:armor_plate:0, Boron Nitride 护甲板
conarm:armor_plate:0, 钍 护甲板
conarm:armor_plate:0, 铀 护甲板
conarm:armor_plate:0, Magnesium 护甲板
conarm:armor_plate:0, Chocolate 护甲板
conarm:chest_core:0, 木 胸甲基底
conarm:chest_core:0, 圆石 胸甲基底
conarm:chest_core:0, 燧石 胸甲基底
conarm:chest_core:0, 仙人掌 胸甲基底
conarm:chest_core:0, 骨头 胸甲基底
conarm:chest_core:0, 黑曜石 胸甲基底
conarm:chest_core:0, 海晶石 胸甲基底
conarm:chest_core:0, 末地石 胸甲基底
conarm:chest_core:0, 纸 胸甲基底
conarm:chest_core:0, 海绵 胸甲基底
conarm:chest_core:0, 烈焰木 胸甲基底
conarm:chest_core:0, 铁 胸甲基底
conarm:chest_core:0, 生铁 胸甲基底
conarm:chest_core:0, 骑士史莱姆 胸甲基底
conarm:chest_core:0, 史莱姆 胸甲基底
conarm:chest_core:0, 史莱姆 胸甲基底
conarm:chest_core:0, 熔岩史莱姆 胸甲基底
conarm:chest_core:0, 地狱岩 胸甲基底
conarm:chest_core:0, 钴 胸甲基底
conarm:chest_core:0, 阿迪特 胸甲基底
conarm:chest_core:0, 玛玉灵 胸甲基底
conarm:chest_core:0, 铜 胸甲基底
conarm:chest_core:0, 青铜 胸甲基底
conarm:chest_core:0, 铅 胸甲基底
conarm:chest_core:0, 银 胸甲基底
conarm:chest_core:0, 琥珀金 胸甲基底
conarm:chest_core:0, 钢 胸甲基底
conarm:chest_core:0, Boron 胸甲基底
conarm:chest_core:0, Tough Alloy 胸甲基底
conarm:chest_core:0, Hard Carbon 胸甲基底
conarm:chest_core:0, Boron Nitride 胸甲基底
conarm:chest_core:0, 钍 胸甲基底
conarm:chest_core:0, 铀 胸甲基底
conarm:chest_core:0, Magnesium 胸甲基底
conarm:chest_core:0, Chocolate 胸甲基底
conarm:leggings_core:0, 木 护腿基底
conarm:leggings_core:0, 圆石 护腿基底
conarm:leggings_core:0, 燧石 护腿基底
conarm:leggings_core:0, 仙人掌 护腿基底
conarm:leggings_core:0, 骨头 护腿基底
conarm:leggings_core:0, 黑曜石 护腿基底
conarm:leggings_core:0, 海晶石 护腿基底
conarm:leggings_core:0, 末地石 护腿基底
conarm:leggings_core:0, 纸 护腿基底
conarm:leggings_core:0, 海绵 护腿基底
conarm:leggings_core:0, 烈焰木 护腿基底
conarm:leggings_core:0, 铁 护腿基底
conarm:leggings_core:0, 生铁 护腿基底
conarm:leggings_core:0, 骑士史莱姆 护腿基底
conarm:leggings_core:0, 史莱姆 护腿基底
conarm:leggings_core:0, 史莱姆 护腿基底
conarm:leggings_core:0, 熔岩史莱姆 护腿基底
conarm:leggings_core:0, 地狱岩 护腿基底
conarm:leggings_core:0, 钴 护腿基底
conarm:leggings_core:0, 阿迪特 护腿基底
conarm:leggings_core:0, 玛玉灵 护腿基底
conarm:leggings_core:0, 铜 护腿基底
conarm:leggings_core:0, 青铜 护腿基底
conarm:leggings_core:0, 铅 护腿基底
conarm:leggings_core:0, 银 护腿基底
conarm:leggings_core:0, 琥珀金 护腿基底
conarm:leggings_core:0, 钢 护腿基底
conarm:leggings_core:0, Boron 护腿基底
conarm:leggings_core:0, Tough Alloy 护腿基底
conarm:leggings_core:0, Hard Carbon 护腿基底
conarm:leggings_core:0, Boron Nitride 护腿基底
conarm:leggings_core:0, 钍 护腿基底
conarm:leggings_core:0, 铀 护腿基底
conarm:leggings_core:0, Magnesium 护腿基底
conarm:leggings_core:0, Chocolate 护腿基底
conarm:boots_core:0, 木 靴子基底
conarm:boots_core:0, 圆石 靴子基底
conarm:boots_core:0, 燧石 靴子基底
conarm:boots_core:0, 仙人掌 靴子基底
conarm:boots_core:0, 骨头 靴子基底
conarm:boots_core:0, 黑曜石 靴子基底
conarm:boots_core:0, 海晶石 靴子基底
conarm:boots_core:0, 末地石 靴子基底
conarm:boots_core:0, 纸 靴子基底
conarm:boots_core:0, 海绵 靴子基底
conarm:boots_core:0, 烈焰木 靴子基底
conarm:boots_core:0, 铁 靴子基底
conarm:boots_core:0, 生铁 靴子基底
conarm:boots_core:0, 骑士史莱姆 靴子基底
conarm:boots_core:0, 史莱姆 靴子基底
conarm:boots_core:0, 史莱姆 靴子基底
conarm:boots_core:0, 熔岩史莱姆 靴子基底
conarm:boots_core:0, 地狱岩 靴子基底
conarm:boots_core:0, 钴 靴子基底
conarm:boots_core:0, 阿迪特 靴子基底
conarm:boots_core:0, 玛玉灵 靴子基底
conarm:boots_core:0, 铜 靴子基底
conarm:boots_core:0, 青铜 靴子基底
conarm:boots_core:0, 铅 靴子基底
conarm:boots_core:0, 银 靴子基底
conarm:boots_core:0, 琥珀金 靴子基底
conarm:boots_core:0, 钢 靴子基底
conarm:boots_core:0, Boron 靴子基底
conarm:boots_core:0, Tough Alloy 靴子基底
conarm:boots_core:0, Hard Carbon 靴子基底
conarm:boots_core:0, Boron Nitride 靴子基底
conarm:boots_core:0, 钍 靴子基底
conarm:boots_core:0, 铀 靴子基底
conarm:boots_core:0, Magnesium 靴子基底
conarm:boots_core:0, Chocolate 靴子基底
conarm:helmet, 头盔
conarm:chestplate, 胸甲
conarm:leggings, 护腿
conarm:boots, 靴子
conarm:book, 盔甲锻造手册
conarm:invisible_ink, 隐形墨水
conarm:resist_mat, 防护强化大板
conarm:resist_mat_fire, 防火强化大板
conarm:resist_mat_proj, 防射强化大板
conarm:resist_mat_blast, 防爆强化大板
conarm:gauntlet_mat, 基础护手
conarm:gauntlet_mat_speed, 轻巧护手
conarm:gauntlet_mat_attack, 力量护手
conarm:gauntlet_mat_reach, 灵性护手
conarm:frosty_soles, 冰霜鞋底
conarm:travel_belt_base, 旅行者腰带（基础）
conarm:travel_belt, 旅行者腰带（存储）
conarm:travel_potion, 旅行者腰带（酿造）
conarm:travel_sack, 旅行者背包
conarm:travel_goggles_base, 旅行者护目镜（基础）
conarm:travel_goggles, 旅行者护目镜（远眺）
conarm:travel_night, 旅行者护目镜（夜视）
conarm:travel_cloak, 旅行者披风（基础）
conarm:travel_sneak, 旅行者披风（隐身）
conarm:travel_slowfall, 旅行者披风（缓落）
conarm:travel_soul, 旅行者护目镜（灵魂窥视）
conarm:polishing_kit:0, 木 抛光工具
conarm:polishing_kit:0, 圆石 抛光工具
conarm:polishing_kit:0, 燧石 抛光工具
conarm:polishing_kit:0, 仙人掌 抛光工具
conarm:polishing_kit:0, 骨头 抛光工具
conarm:polishing_kit:0, 黑曜石 抛光工具
conarm:polishing_kit:0, 海晶石 抛光工具
conarm:polishing_kit:0, 末地石 抛光工具
conarm:polishing_kit:0, 纸 抛光工具
conarm:polishing_kit:0, 海绵 抛光工具
conarm:polishing_kit:0, 烈焰木 抛光工具
conarm:polishing_kit:0, 铁 抛光工具
conarm:polishing_kit:0, 生铁 抛光工具
conarm:polishing_kit:0, 骑士史莱姆 抛光工具
conarm:polishing_kit:0, 史莱姆 抛光工具
conarm:polishing_kit:0, 史莱姆 抛光工具
conarm:polishing_kit:0, 熔岩史莱姆 抛光工具
conarm:polishing_kit:0, 地狱岩 抛光工具
conarm:polishing_kit:0, 钴 抛光工具
conarm:polishing_kit:0, 阿迪特 抛光工具
conarm:polishing_kit:0, 玛玉灵 抛光工具
conarm:polishing_kit:0, 铜 抛光工具
conarm:polishing_kit:0, 青铜 抛光工具
conarm:polishing_kit:0, 铅 抛光工具
conarm:polishing_kit:0, 银 抛光工具
conarm:polishing_kit:0, 琥珀金 抛光工具
conarm:polishing_kit:0, 钢 抛光工具
conarm:polishing_kit:0, Boron 抛光工具
conarm:polishing_kit:0, Tough Alloy 抛光工具
conarm:polishing_kit:0, Hard Carbon 抛光工具
conarm:polishing_kit:0, Boron Nitride 抛光工具
conarm:polishing_kit:0, 钍 抛光工具
conarm:polishing_kit:0, 铀 抛光工具
conarm:polishing_kit:0, Magnesium 抛光工具
conarm:polishing_kit:0, Chocolate 抛光工具
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorforge:0, 盔甲装配台
conarm:armorstation:0, 盔甲组装台
cookingforblockheads:cooking_table, 烹饪桌
cookingforblockheads:oven, 烤箱
cookingforblockheads:fridge, 冰箱
cookingforblockheads:sink, 水槽
cookingforblockheads:tool_rack, 厨具架
cookingforblockheads:toaster, 吐司机
cookingforblockheads:milk_jar, 牛奶罐
cookingforblockheads:cow_jar, 罐中奶牛
cookingforblockheads:spice_rack, 调料架
cookingforblockheads:counter, 厨柜
cookingforblockheads:cabinet, 厨房橱柜
cookingforblockheads:corner, 厨房转角
cookingforblockheads:kitchen_floor, 厨房地板
cookingforblockheads:fruit_basket, 水果篮
cookingforblockheads:cutting_board, 切菜板
cookingforblockheads:recipe_book:0, 傻瓜式烹饪
cookingforblockheads:recipe_book:1, 傻瓜烹饪手册I
cookingforblockheads:recipe_book:2, 傻瓜烹饪手册II
cookingforblockheads:heating_unit, 加热单元
cookingforblockheads:ice_unit, 冷却单元
cookingforblockheads:preservation_chamber, 保鲜室
culinaryconstruct:sandwich_station, 食品加工台
culinaryconstruct:sandwich, 三明治
darkutils:trap_move, 向量板
darkutils:trap_move_fast, 快速向量板
darkutils:trap_move_hyper, 极速向量板
darkutils:update_detector, 方块更新检测器(BUD)
darkutils:trap_tile:0, 剧毒陷阱
darkutils:trap_tile:1, 虚弱陷阱
darkutils:trap_tile:2, 伤害陷阱
darkutils:trap_tile:3, 迟缓陷阱
darkutils:trap_tile:4, 火焰陷阱
darkutils:trap_tile:5, 凋零陷阱
darkutils:trap_tile:6, 侵蚀陷阱
darkutils:trap_tile:7, 玩家陷阱
darkutils:trap_anchor, 锚定板
darkutils:sneaky, 潜匿方块
darkutils:sneaky_lever, 潜匿拉杆
darkutils:sneaky_ghost, 潜匿幽灵方块
darkutils:sneaky_torch, 潜匿火把
darkutils:sneaky_obsidian, 潜匿黑曜石
darkutils:sneaky_plate, 潜匿压力板
darkutils:sneaky_bedrock, 潜匿基岩
darkutils:sneaky_button, 潜匿按钮
darkutils:shulker_pearl, 潜影珍珠
darkutils:pearl_block:0, 珍珠方块
darkutils:pearl_block:1, 珍珠砖块
darkutils:pearl_block:2, 鳞纹珍珠方块
darkutils:pearl_block:3, 雕凿珍珠方块
darkutils:timer, 计时器
darkutils:monolith:0, 经验方尖碑
darkutils:monolith:1, 怪物方尖碑
darkutils:filter:0, 生物过滤器
darkutils:filter:1, 生物过滤器
darkutils:filter:2, 生物过滤器
darkutils:filter:3, 生物过滤器
darkutils:filter:4, 生物过滤器
darkutils:filter:5, 生物过滤器
darkutils:filter:6, 生物过滤器
darkutils:filter:7, 生物过滤器
darkutils:filter:8, 生物过滤器
darkutils:filter:9, 生物过滤器
darkutils:filter:10, 生物过滤器
darkutils:filter_inverted:0, 反向生物过滤器
darkutils:filter_inverted:1, 反向生物过滤器
darkutils:filter_inverted:2, 反向生物过滤器
darkutils:filter_inverted:3, 反向生物过滤器
darkutils:filter_inverted:4, 反向生物过滤器
darkutils:filter_inverted:5, 反向生物过滤器
darkutils:filter_inverted:6, 反向生物过滤器
darkutils:filter_inverted:7, 反向生物过滤器
darkutils:filter_inverted:8, 反向生物过滤器
darkutils:filter_inverted:9, 反向生物过滤器
darkutils:filter_inverted:10, 反向生物过滤器
darkutils:grate, 物品格栅
darkutils:fake_tnt, TNT
darkutils:ender_tether, 末影拴绳
darkutils:ender_hopper, 末影漏斗
darkutils:ender_pearl_hopper, 镶珠末影漏斗
darkutils:slime_dyed:0, 白色粘液块
darkutils:slime_dyed:1, 橙色粘液块
darkutils:slime_dyed:2, 品红色粘液块
darkutils:slime_dyed:3, 淡蓝色粘液块
darkutils:slime_dyed:4, 黄色粘液块
darkutils:slime_dyed:5, 黄绿色粘液块
darkutils:slime_dyed:6, 粉色粘液块
darkutils:slime_dyed:7, 灰色粘液块
darkutils:slime_dyed:8, 淡灰色粘液块
darkutils:slime_dyed:9, 青色粘液块
darkutils:slime_dyed:10, 紫色粘液块
darkutils:slime_dyed:11, 蓝色粘液块
darkutils:slime_dyed:12, 棕色粘液块
darkutils:slime_dyed:13, 绿色粘液块
darkutils:slime_dyed:14, 红色粘液块
darkutils:slime_dyed:15, 黑色粘液块
darkutils:material:0, 凋零之粉
darkutils:material:1, 不稳末影珍珠
darkutils:material:2, 凋零膏
darkutils:material:3, 暗黑之糖
darkutils:wither_block:0, 凋零之尘方块
darkutils:wither_block:1, 凋零之尘砖块
darkutils:wither_block:2, 鳞纹凋零之尘方块
darkutils:wither_block:3, 雕凿凋零之尘方块
darkutils:wither_block:4, 腐化凋零之尘方块
darkutils:wither_block:5, 方格凋零之尘方块
darkutils:charm_agression, 侵略魔符
darkutils:focus_sash, 气势披带
darkutils:charm_gluttony, 暴食魔符
darkutils:charm_null, 零域魔符
darkutils:charm_portal, 传送门魔符
darkutils:charm_sleep, 睡眠魔符
darkutils:anti_slime, 反史莱姆方块
deepmoblearning:machine_casing, 炭灰板材机械外壳
deepmoblearning:infused_ingot_block, 故障灌注块
deepmoblearning:simulation_chamber, 模拟室
deepmoblearning:extraction_chamber, 战利品制造器
deepmoblearning:trial_keystone, 测试楔石
deepmoblearning:soot_covered_redstone, 炭灰红石
deepmoblearning:soot_covered_plate, 炭灰板材
deepmoblearning:polymer_clay, 聚合粘土
deepmoblearning:deep_learner, §b深度学习器§r
deepmoblearning:data_model_blank, 空白数据模型
deepmoblearning:creative_model_learner, 创造模式模型学习器
deepmoblearning:trial_key, §b测试密钥§r
deepmoblearning:glitch_heart, §b损坏的故障心脏§r
deepmoblearning:glitch_fragment, §b不稳定故障碎片§r
deepmoblearning:glitch_infused_ingot, §b故障灌注锭§r
deepmoblearning:glitch_infused_helmet, §b故障灌注头盔§r
deepmoblearning:glitch_infused_chestplate, §b故障灌注胸甲§r
deepmoblearning:glitch_infused_leggings, §b故障灌注护腿§r
deepmoblearning:glitch_infused_boots, §b故障灌注靴子§r
deepmoblearning:glitch_infused_sword, §b故障灌注剑§r
deepmoblearning:data_model_zombie, §b僵尸数据模型§r
deepmoblearning:data_model_skeleton, §b骷髅数据模型§r
deepmoblearning:data_model_creeper, §b爬行者数据模型§r
deepmoblearning:data_model_spider, §b蜘蛛数据模型§r
deepmoblearning:data_model_slime, §b史莱姆数据模型§r
deepmoblearning:data_model_witch, §b女巫数据模型§r
deepmoblearning:data_model_blaze, §b烈焰人数据模型§r
deepmoblearning:data_model_ghast, §b恶魂数据模型§r
deepmoblearning:data_model_wither_skeleton, §b凋零骷髅数据模型§r
deepmoblearning:data_model_enderman, §b末影人数据模模型§r
deepmoblearning:data_model_wither, §b凋零数据模型§r
deepmoblearning:data_model_dragon, §b末影龙数据模型§r
deepmoblearning:data_model_shulker, §b潜影贝数据模型§r
deepmoblearning:data_model_guardian, §b守卫者数据模型§r
deepmoblearning:data_model_thermal_elemental, §b热力膨胀数据模型§r
deepmoblearning:data_model_twilight_forest, §b暮色森林数据模型§r
deepmoblearning:data_model_twilight_swamp, §b暮色沼泽数据模型§r
deepmoblearning:data_model_twilight_darkwood, §b暮色黑木数据模型§r
deepmoblearning:data_model_twilight_glacier, §b暮色冰川数据模型§r
deepmoblearning:data_model_tinker_slime, §b蓝色史莱姆数据模型§r
deepmoblearning:data_model_mo_android, §bRogue Android 数据模型§r
deepmoblearning:living_matter_overworldian, 主世界物质
deepmoblearning:living_matter_hellish, 地狱物质
deepmoblearning:living_matter_extraterrestrial, 末地物质
deepmoblearning:living_matter_twilight, 暮色物质
deepmoblearning:pristine_matter_zombie, 原始僵尸物质
deepmoblearning:pristine_matter_skeleton, 原始骷髅物质
deepmoblearning:pristine_matter_creeper, 原始爬行者物质
deepmoblearning:pristine_matter_spider, 原始蜘蛛物质
deepmoblearning:pristine_matter_slime, 原始史莱姆物质
deepmoblearning:pristine_matter_witch, 原始女巫物质
deepmoblearning:pristine_matter_blaze, 原始烈焰人物质
deepmoblearning:pristine_matter_ghast, 原始恶魂物质
deepmoblearning:pristine_matter_wither_skeleton, 原始凋灵骷髅物质
deepmoblearning:pristine_matter_enderman, 原始末影人物质
deepmoblearning:pristine_matter_wither, 原始凋零物质
deepmoblearning:pristine_matter_dragon, 原始末影龙物质
deepmoblearning:pristine_matter_shulker, 原始潜影贝物质
deepmoblearning:pristine_matter_guardian, 原始守卫者物质
deepmoblearning:pristine_matter_thermal_elemental, 原始热力膨胀物质
deepmoblearning:pristine_matter_tinker_slime, 原始蓝色史莱姆物质
deepmoblearning:pristine_matter_twilight_forest, 原始暮色森林物质
deepmoblearning:pristine_matter_twilight_swamp, 原始暮色沼泽物质
deepmoblearning:pristine_matter_twilight_darkwood, 原始暮色黑木物质
deepmoblearning:pristine_matter_twilight_glacier, 原始暮色冰川物质
deepmoblearning:pristine_matter_mo_android, 原始 Rogue Android 物质
elevatorid:elevator_white, 白色电梯
elevatorid:elevator_orange, 橙色电梯
elevatorid:elevator_magenta, 品红色电梯
elevatorid:elevator_light_blue, 淡蓝色电梯
elevatorid:elevator_yellow, 黄色电梯
elevatorid:elevator_lime, 黄绿色电梯
elevatorid:elevator_pink, 粉红色电梯
elevatorid:elevator_gray, 灰色电梯
elevatorid:elevator_silver, 淡灰色电梯
elevatorid:elevator_cyan, 青色电梯
elevatorid:elevator_purple, 紫色电梯
elevatorid:elevator_blue, 蓝色电梯
elevatorid:elevator_brown, 棕色电梯
elevatorid:elevator_green, 绿色电梯
elevatorid:elevator_red, 红色电梯
elevatorid:elevator_black, 黑色电梯
enderutilities:endercapacitor:0, 末影电容（基础）
enderutilities:endercapacitor:0, 末影电容（基础）
enderutilities:endercapacitor:1, 末影电容（增强）
enderutilities:endercapacitor:1, 末影电容（增强）
enderutilities:endercapacitor:2, 末影电容（高级）
enderutilities:endercapacitor:2, 末影电容（高级）
enderutilities:endercapacitor:3, 末影电容（创造）
enderutilities:endercapacitor:3, 末影电容（创造）
enderutilities:enderpart:0, 末影合金（基础）
enderutilities:enderpart:1, 末影合金（增强）
enderutilities:enderpart:2, 末影合金（高级）
enderutilities:enderpart:10, 未激活末影核心（基础）
enderutilities:enderpart:11, 未激活末影核心（增强）
enderutilities:enderpart:12, 未激活末影核心（高级）
enderutilities:enderpart:15, 末影核心（基础）
enderutilities:enderpart:16, 末影核心（增强）
enderutilities:enderpart:17, 末影核心（高级）
enderutilities:enderpart:20, 末影灌注棍
enderutilities:enderpart:21, 末影绳索
enderutilities:enderpart:30, 创造破坏模块
enderutilities:enderpart:40, 末影遗物
enderutilities:enderpart:45, 狱卒模块
enderutilities:enderpart:50, 存储卡（misc）
enderutilities:enderpart:51, 存储卡（物品）6位
enderutilities:enderpart:52, 存储卡（物品）8位
enderutilities:enderpart:53, 存储卡（物品）10位
enderutilities:enderpart:54, 存储卡（物品）12位
enderutilities:enderpart:70, 储物桶标签
enderutilities:enderpart:71, 储物桶结构升级
enderutilities:enderpart:72, 储物桶容量升级
enderutilities:enderpart:73, 储物桶虚空升级
enderutilities:enderpart:80, 存储钥匙
enderutilities:enderpart:81, 创造存储钥匙
enderutilities:linkcrystal:0, 链接水晶（坐标）
enderutilities:linkcrystal:1, 链接水晶（方块）
enderutilities:linkcrystal:2, 链接水晶（传送门）
enderutilities:builderswand, 懒人建筑杖
enderutilities:chairwand, 椅子之杖
enderutilities:dolly, 手推车
enderutilities:enderarrow, 末影箭
enderutilities:enderbag, 末影包
enderutilities:enderbow, 末影弓
enderutilities:enderbucket, 末影水桶
enderutilities:enderlasso, 末影套索
enderutilities:enderpearlreusable:0, 末影珍珠（可再用）
enderutilities:enderpearlreusable:1, 精华末影珍珠（可再用）
enderutilities:enderporter:0, 末影传送门
enderutilities:enderporter:1, 高级末影传送门
enderutilities:endersword, 末影剑
enderutilities:endertool:0, 末影镐
enderutilities:endertool:0, 末影斧
enderutilities:endertool:0, 末影锹
enderutilities:endertool:0, 末影锄
enderutilities:handybag:0, 手提包
enderutilities:handybag:1, 手提包（大）
enderutilities:icemelter:0, 水之魔杖
enderutilities:icemelter:1, 超级水之魔杖
enderutilities:inventoryswapper, 物品栏交换器
enderutilities:livingmanipulator, 生命物质操纵器
enderutilities:mobharness, 生物轭具
enderutilities:nullifier, 清空器
enderutilities:pet_contract, item.enderutilities.pet_contract.name
enderutilities:pickupmanager, 物品拾取管理器
enderutilities:quickstacker, 快速转存器
enderutilities:portalscaler, 传送定标器
enderutilities:ruler, 尺子
enderutilities:syringe:0, 注射器（空）
enderutilities:syringe:1, 阻滞剂注射器
enderutilities:syringe:2, 兴奋剂注射器
enderutilities:syringe:3, 镇静剂注射器
enderutilities:void_pickaxe, 虚空镐
enderutilities:asu:0, 可调储物箱
enderutilities:barrel:0, 储物桶
enderutilities:draw_bridge:0, 吊桥
enderutilities:draw_bridge:1, 高级吊桥
enderutilities:ender_elevator:0, 末影电梯（white）
enderutilities:ender_elevator_slab:0, 末影电梯台阶（white）
enderutilities:ender_elevator_layer:0, 末影电梯地毯（white）
enderutilities:inserter:0, 插入器
enderutilities:inserter:1, 插入器（过滤型）
enderutilities:floor:0, 地板
enderutilities:floor:1, 劣质地板
enderutilities:energy_bridge:0, 能量桥谐振器
enderutilities:energy_bridge:1, 能量桥接收器
enderutilities:energy_bridge:2, 能量桥发送器
enderutilities:machine_0:0, 末影熔炉
enderutilities:machine_1:0, 末影灌注器
enderutilities:machine_1:1, 工具工作台
enderutilities:machine_1:2, 创造台
enderutilities:machine_1:3, 高级快速存放器
enderutilities:molecular_exciter, tile.null.name
enderutilities:msu:0, 大型存储单元
enderutilities:msu:1, 大型存储包
enderutilities:phasing:0, 定相方块
enderutilities:phasing:1, 定相方块（反相）
enderutilities:frame, tile.null.name
enderutilities:portal_panel, tile.null.name
enderutilities:sound_block:0, 放音方块
enderutilities:storage_0:0, 小型记忆箱
enderutilities:storage_0:1, 记忆箱
enderutilities:storage_0:2, 大型记忆箱
enderutilities:storage_0:3, 便捷箱子（小）
enderutilities:storage_0:4, 便捷箱子（正常）
enderutilities:storage_0:5, 便捷箱子（大）
enderutilities:storage_0:6, 便捷箱子（超大）
enderutilities:storage_0:7, 垃圾存储单元
extendedcrafting:storage:0, 黑铁块
extendedcrafting:storage:1, 流明精华块
extendedcrafting:storage:2, 下界之星块
extendedcrafting:storage:3, 晶素块
extendedcrafting:storage:4, 终极块
extendedcrafting:storage:5, 末影块
extendedcrafting:storage:6, 末影之星块
extendedcrafting:storage:7, 增强末影之星块
extendedcrafting:frame, 黑铁框架
extendedcrafting:lamp:0, 黑铁灯
extendedcrafting:lamp:1, 黑铁灯
extendedcrafting:trimmed:0, 黑铁块
extendedcrafting:trimmed:1, 黑铁块
extendedcrafting:trimmed:2, 黑铁块
extendedcrafting:trimmed:3, 黑铁块
extendedcrafting:trimmed:4, 黑铁块
extendedcrafting:trimmed:5, 黑铁块
extendedcrafting:crafting_table, 工作台
extendedcrafting:pedestal, 基座
extendedcrafting:crafting_core, 合成核心
extendedcrafting:interface, 自动化接口
extendedcrafting:table_basic, 基础工作台
extendedcrafting:table_advanced, 高级工作台
extendedcrafting:table_elite, 精英工作台
extendedcrafting:table_ultimate, 终极工作台
extendedcrafting:compressor, 量子压缩机
extendedcrafting:ender_alternator, 末影发电机
extendedcrafting:ender_crafter, 末影工作台
extendedcrafting:guide, 合成拓展指南
extendedcrafting:material:0, 黑铁锭
extendedcrafting:material:1, 黑铁粒
extendedcrafting:material:2, 黑铁板
extendedcrafting:material:3, 黑铁杆
extendedcrafting:material:7, 流明精华
extendedcrafting:material:8, 基础合成催化剂
extendedcrafting:material:9, 高级合成催化剂
extendedcrafting:material:10, 精英合成催化剂
extendedcrafting:material:11, 终极合成催化剂
